tax_sp_level,nbe_occ_gbif,nbe_loc_gbif,list_continents_gbif
Achyrospermum micranthum,17,11,AFRICA
Aeollanthus breviflorus,17,6,
Aeollanthus saxatilis,12,3,AFRICA
Syzygium rowlandii,26,18,AFRICA
Syzygium gilletii,7,6,AFRICA
Syzygium giorgii,23,15,AFRICA
Paspalum scrobiculatum,490,388,"OCEANIA, AFRICA"
Paspalum conjugatum,287,151,"OCEANIA, SOUTH_AMERICA, NORTH_AMERICA"
Diaphananthe pellucida,65,33,AFRICA
Staudtia kamerunensis,246,133,AFRICA
Manilkara bequaertii,9,5,
Sticherus flagellaris,9,6,AFRICA
Quassia africana,194,76,AFRICA
Protea poggei,3,3,
Agelaea rubiginosa,94,43,AFRICA
Albizia laurentii,19,15,AFRICA
Symphonia globulifera,369,106,SOUTH_AMERICA
Allanblackia floribunda,150,61,AFRICA
Dichapetalum crassifolium,166,66,AFRICA
Dichapetalum acuminatum,75,28,AFRICA
Grewia malacocarpoides,133,35,AFRICA
Dichapetalum glomeratum,127,51,AFRICA
Synsepalum seretii,34,16,AFRICA
Synsepalum msolo,45,19,AFRICA
Syzygium staudtii,78,41,"AFRICA, OCEANIA"
Phyllanthus muellerianus,254,146,AFRICA
Croton haumanianus,165,63,AFRICA
Ficus ardisioides,65,44,AFRICA
Ficus artocarpoides,23,17,AFRICA
Maesobotrya floribunda,102,37,AFRICA
Macaranga barteri,103,56,AFRICA
Maesopsis eminii,100,57,"AFRICA, ASIA"
Mallotus oppositifolius,248,122,AFRICA
Dialium excelsum,13,7,AFRICA
Platysepalum violaceum,41,27,AFRICA
Dalhousiea africana,233,108,AFRICA
Prioria buchholzii,71,34,AFRICA
Cynometra sessiliflora,29,21,AFRICA
Erythrophleum suaveolens,307,157,"AFRICA, ASIA"
Ricinodendron heudelotii,180,87,AFRICA
Trichilia prieuriana,80,43,AFRICA
Turraeanthus africanus,232,75,AFRICA
Trichilia gilletii,33,13,AFRICA
Trichilia gilgiana,139,49,AFRICA
Heckeldora staudtii,85,40,AFRICA
Entandrophragma candollei,110,41,AFRICA
Entandrophragma cylindricum,132,33,AFRICA
Entandrophragma angolense,145,59,AFRICA
Jateorhiza macrantha,120,55,AFRICA
Penianthus longifolius,111,61,AFRICA
Warneckea reygaertii,12,7,AFRICA
Flabellaria paniculata,124,54,AFRICA
Beilschmiedia mannioides,24,4,AFRICA
Beilschmiedia alata,35,4,AFRICA
Beilschmiedia louisii,4,1,
Leea guineensis,234,144,"AFRICA, ASIA, OCEANIA"
Usteria guineensis,130,82,AFRICA
Spondianthus glaber,127,53,AFRICA
Thecacoris trichogyne,57,31,AFRICA
Homalium africanum,270,107,AFRICA
Homalium smythei,27,13,AFRICA
Flacourtia vogelii,18,12,AFRICA
Strychnos aculeata,234,68,AFRICA
Helixanthera subalata,16,10,AFRICA
Poggea alata,66,17,AFRICA
Vitex ferruginea,76,35,AFRICA
Oncoba poggei,17,11,AFRICA
Vitex rubro-aurantiaca,59,10,AFRICA
Phyllocosmus africanus,125,60,AFRICA
Rhaphiostylis beninensis,147,72,AFRICA
Pyrenacantha klaineana,28,14,AFRICA
Alsodeiopsis rowlandii,20,7,AFRICA
Irvingia wombolu,31,14,AFRICA
Irvingia grandifolia,93,41,AFRICA
Plectranthus janthinothryx,25,8,
Psorospermum tenuifolium,92,52,AFRICA
Afrostyrax kamerunensis,70,25,AFRICA
Entada mannii,55,38,AFRICA
Oncoba glauca,159,76,AFRICA
Dactyladenia gilletii,9,6,AFRICA
Dichapetalum madagascariense,546,248,AFRICA
Rourea coccinea,49,32,AFRICA
Millettia versicolor,52,29,AFRICA
Ancylobotrys robusta,29,9,AFRICA
Campylostemon laurentii,32,13,AFRICA
Salacia whytei,96,36,AFRICA
Microglossa pyrifolia,168,119,"AFRICA, OCEANIA, ASIA"
Ritchiea aprevaliana,23,13,AFRICA
Landolphia incerta,209,94,AFRICA
Sorindeia africana,219,76,AFRICA
Lasimorpha senegalensis,120,50,AFRICA
Polyspatha hirsuta,30,19,AFRICA
Stanfieldiella imperforata,311,167,AFRICA
Digitaria horizontalis,139,103,"SOUTH_AMERICA, NORTH_AMERICA, AFRICA"
Echinochloa crus-pavonis,149,105,"SOUTH_AMERICA, NORTH_AMERICA, OCEANIA, AFRICA"
Asparagus drepanophyllus,43,28,AFRICA
Loudetia arundinacea,108,74,AFRICA
Panicum repens,159,124,"OCEANIA, SOUTH_AMERICA, NORTH_AMERICA, AFRICA, ASIA"
Landolphia robustior,132,48,AFRICA
Landolphia foretiana,105,55,AFRICA
Tabernaemontana eglandulosa,147,77,AFRICA
Sorindeia juglandifolia,188,88,AFRICA
Irvingia excelsa,19,8,AFRICA
Baissea subrufa,86,38,AFRICA
Rourea thomsonii,300,159,AFRICA
Cnestis ferruginea,395,191,AFRICA
Bridelia atroviridis,115,61,AFRICA
Friesodielsia montana,35,13,AFRICA
Xylopia aethiopica,329,142,AFRICA
Anisopus efulensis,22,14,AFRICA
Dichapetalum staudtii,151,57,AFRICA
Dichapetalum heudelotii,862,244,AFRICA
Tapura fischeri,28,20,AFRICA
Erythroxylum mannii,41,23,AFRICA
Plagiostyles africana,122,63,AFRICA
Neoboutonia mannii,42,19,AFRICA
Oncoba dentata,257,111,AFRICA
Camoensia scandens,20,9,AFRICA
Memecylon virescens,51,17,AFRICA
Digitaria poggeana,16,12,AFRICA
Chrysochloa hubbardiana,4,3,
Scilla engleri,16,11,
Scilla verdickii,5,4,AFRICA
Kniphofia bequaertii,3,2,AFRICA
Moraea ventricosa,27,18,AFRICA
Moraea unifoliata,4,3,
Gladiolus robiliartianus,10,4,AFRICA
Gladiolus microspicatus,12,8,
Eriocaulon stenophyllum,4,2,AFRICA
Syngonanthus poggeanus,32,17,AFRICA
Blyxa hexandra,9,6,AFRICA
Hypoxis lejolyana,3,2,
Gladiolus manikaensis,4,3,
Polystachya tenella,6,2,
Stylochaeton malaissei,2,2,
Arisaema ruwenzoricum,7,3,AFRICA
Culcasia yangambiensis,12,7,
Scadoxus cyrtanthiflorus,7,3,AFRICA
Panda oleosa,191,86,AFRICA
Commelina kisantuensis,7,2,
Polycarpaea corymbosa,867,684,"OCEANIA, SOUTH_AMERICA"
Justicia scandens,57,41,AFRICA
Justicia striolata,6,5,AFRICA
Justicia tenella,139,100,"AFRICA, OCEANIA"
Polycarpaea poggei,31,16,AFRICA
Isoglossa punctata,65,33,AFRICA
Mellera lobulata,42,31,AFRICA
Combretum camporum,82,9,AFRICA
Combretum pentagonum,2,NA,NA
Combretum robynsii,35,12,AFRICA
Pteleopsis diptera,47,13,AFRICA
Combretum exannulatum,23,7,AFRICA
Manotes lomamiensis,13,8,
Ipomoea asclepiadea,2,NA,NA
Ipomoea robbrechtii,7,1,AFRICA
Mimulopsis elliotii,27,6,AFRICA
Diospyros mweroensis,27,12,AFRICA
Royena heterotricha,54,14,
Euphorbia kaessneri,0,NA,NA
Euphorbia discoidea,7,5,
Microdesmis kasaiensis,38,14,AFRICA
Mareya congolensis,28,16,AFRICA
Euphorbia dawei,20,12,AFRICA
Acalypha dumetorum,19,2,
Crotonogyne giorgii,51,25,AFRICA
Croton laciniatistylus,9,5,
Croton congensis,4,2,
Clutia stuhlmannii,23,11,AFRICA
Acalypha cupricola,52,13,
Pseuderanthemum katangense,3,3,
Phaulopsis grandiflora,7,5,
Pseudocalyx saccatus,40,24,AFRICA
Baphia laurentii,84,23,AFRICA
Baphia incerta,11,6,
Baphia chrysophylla,8,6,
Baphia bequaertii,61,13,AFRICA
Aeschynomene solitariiflora,7,3,
Aeschynomene pararubrofarinacea,17,8,
Aeschynomene katangensis,20,5,AFRICA
Uapaca heudelotii,230,100,AFRICA
Suregada gossweileri,7,3,AFRICA
Pycnocoma insularum,30,7,AFRICA
Pycnocoma elua,7,4,AFRICA
Thomandersia butayei,61,34,AFRICA
Sclerochiton bequaertii,28,16,AFRICA
Baphia nitida,219,87,AFRICA
Baphia marceliana,46,24,AFRICA
Craibia affinis,50,18,AFRICA
Thunbergia bogoroensis,10,5,
Crotalaria aculeata,42,28,AFRICA
Crotalaria adenocarpoides,14,10,
Crotalaria arcuata,2,1,
Crotalaria bemba,5,4,
Thunbergia graminifolia,57,40,AFRICA
Thunbergia fasciculata,13,10,AFRICA
Thunbergia kirkiana,72,43,AFRICA
Crotalaria cobalticola,22,8,AFRICA
Crotalaria cornetii,60,18,AFRICA
Crotalaria depressa,5,3,
Crotalaria duvigneaudii,4,2,
Whitfieldia arnoldiana,38,21,AFRICA
Crotalaria kapiriensis,22,15,AFRICA
Haumaniastrum rosulatum,33,15,AFRICA
Haumaniastrum robertii,48,13,AFRICA
Haumaniastrum polyneurum,36,12,AFRICA
Haumaniastrum linearifolium,14,8,AFRICA
Haumaniastrum katangense,99,34,AFRICA
Plectranthastrum rosmarinifolium,96,47,AFRICA
Alvesia clerodendroides,25,9,AFRICA
Beilschmiedia ugandensis,10,5,AFRICA
Beilschmiedia michelsonii,13,4,
Beilschmiedia auriculata,11,6,
Tinnea platyphylla,14,8,AFRICA
Tinnea antiscorbutica,62,38,AFRICA
Stachys nemorivaga,11,4,
Plectranthus intrusus,6,4,
Ocimum vanderystii,4,4,AFRICA
Leucas stormsii,13,10,
Ocimum ericoides,12,9,
Leucas urundensis,34,19,AFRICA
Leucas alluaudii,8,4,AFRICA
Leucas deflexa,62,35,AFRICA
Haumaniastrum timpermanii,26,15,AFRICA
Cincinnobotrys acaulis,14,11,AFRICA
Hibiscus sudanensis,13,7,AFRICA
Acridocarpus katangensis,18,13,AFRICA
Globimetula kivuensis,40,15,AFRICA
Erianthemum schmitzii,4,2,
Englerina luluensis,6,3,
Erianthemum melanocarpum,10,7,AFRICA
Agelanthus toroensis,18,7,
Agelanthus myrsinifolius,39,15,AFRICA
Agelanthus krausei,19,12,
Agelanthus keilii,7,4,
Strychnos variabilis,57,20,AFRICA
Strychnos kasengaensis,11,10,AFRICA
Lobelia quarreana,9,4,
Lobelia wollastonii,49,7,AFRICA
Lobelia paludigena,8,5,AFRICA
Thunbergia oblongifolia,54,35,AFRICA
Renealmia congolana,10,7,AFRICA
Cincinnobotrys oreophila,23,17,AFRICA
Entandrophragma palustre,29,14,AFRICA
Entandrophragma excelsum,53,19,AFRICA
Gravesia lebrunii,NA,NA,NA
Dissotis trothae,79,41,AFRICA
Dissotis ruandensis,63,32,AFRICA
Dissotis pterocaulos,10,5,AFRICA
Dinophora spenneroides,196,116,AFRICA
Dissotis falcipila,10,8,
Dissotis derriksiana,7,3,AFRICA
Dichaetanthera schuilingiana,18,11,
Xyris valida,28,21,AFRICA
Schizachyrium kwiluense,1,1,
Tristachya viridearistata,7,5,AFRICA
Thyridachne tisserantii,6,1,
Bersama abyssinica,241,131,AFRICA
Orthoclada africana,7,4,AFRICA
Melinis amethystea,55,34,AFRICA
Eragrostis thollonii,50,33,AFRICA
Cissampelos tenuipes,40,20,AFRICA
Triclisia louisii,6,2,
Triclisia riparia,28,7,AFRICA
Acacia lujae,36,25,AFRICA
Pseudoprosopis fischeri,14,5,AFRICA
Pseudoprosopis uncinata,15,12,
Bosqueiopsis gilletii,30,20,AFRICA
Elionurus muticus,43,32,"SOUTH_AMERICA, AFRICA"
Musanga leo-errerae,34,10,AFRICA
Embelia libeniana,23,10,AFRICA
Embelia upembensis,4,4,AFRICA
Maesa kivuensis,8,6,AFRICA
Eugenia demeusei,30,11,AFRICA
Brachiaria brevispicata,0,NA,NA
Brachiaria reticulata,0,NA,NA
Bromuniola gossweileri,14,8,AFRICA
Brachyachne pilosa,6,1,
Agrostis isopholis,4,1,
Olax aschersoniana,14,11,
Urobotrya sparsiflora,40,20,AFRICA
Efulensia montana,18,7,AFRICA
Bridelia eranalis,6,1,AFRICA
Bridelia grandis,71,29,AFRICA
Cleistanthus inundatus,44,15,AFRICA
Maesobotrya purseglovei,65,22,AFRICA
Maesobotrya villosa,24,12,AFRICA
Thecacoris viridis,203,76,AFRICA
Oxygonum quarrei,4,3,
Trilepisium madagascariense,195,110,AFRICA
Acroceras amplectens,77,61,AFRICA
Flagellaria guineensis,133,76,AFRICA
Alloteropsis semialata,640,448,"OCEANIA, AFRICA"
Tessmannia africana,92,54,AFRICA
Newtonia glandulifera,21,9,AFRICA
Alloteropsis paniculata,33,22,AFRICA
Anthephora cristata,108,51,AFRICA
Anthephora truncata,9,8,AFRICA
Anthephora elongata,46,30,AFRICA
Discopodium penninervium,68,37,AFRICA
Axonopus flexuosus,106,52,AFRICA
Axonopus compressus,225,157,"SOUTH_AMERICA, OCEANIA, NORTH_AMERICA, AFRICA"
Vitex thomasii,20,16,AFRICA
Rinorea beniensis,25,10,AFRICA
Rinorea brachypetala,9,3,AFRICA
Cissus bequaertii,NA,NA,NA
Cissus lebrunii,7,3,
Cissus humbertii,12,9,AFRICA
Cyphostemma brieyi,3,2,
Cyphostemma haumanii,4,3,
Cyphostemma mildbraedii,43,21,AFRICA
Cyphostemma obovato-oblongum,24,9,AFRICA
Cyphostemma perforatum,9,4,
Cyphostemma vanmeelii,11,4,AFRICA
Tarenna gilletii,156,28,AFRICA
Cleistanthus mildbraedii,104,58,AFRICA
Napoleonaea vogelii,107,56,AFRICA
Acroceras zizanioides,277,184,"SOUTH_AMERICA, NORTH_AMERICA, AFRICA, OCEANIA"
Gambeya africana,129,66,AFRICA
Pancovia harmsiana,68,32,AFRICA
Acroceras gabunense,84,59,AFRICA
Protea petiolaris,9,8,AFRICA
Clematis thalictrifolia,1,1,
Cassipourea ndando,33,15,AFRICA
Alchemilla roccatii,6,1,
Rubus rigidus,27,20,AFRICA
Rubus runssorensis,19,5,AFRICA
Rubus kirungensis,35,10,AFRICA
Thesium doloense,15,11,
Allophylus pseudopaniculatus,27,14,
Encephalartos poggei,22,11,
Encephalartos marunguensis,5,3,
Chytranthus carneus,100,40,AFRICA
Chytranthus stenophyllus,16,7,
Deinbollia acuminata,19,5,AFRICA
Deinbollia laurifolia,22,7,AFRICA
Haplocoelum acuminatum,19,5,
Haplocoelum congolanum,53,9,AFRICA
Haplocoelum intermedium,22,13,AFRICA
Lychnodiscus cerospermus,32,15,AFRICA
Manilkara adolfi-friederici,6,4,
Pradosia spinosa,17,5,AFRICA
Zeyherella longipedicellata,7,5,AFRICA
Bampsia lawalreana,10,8,
Bampsia symoensiana,11,5,
Buchnera splendens,12,8,
Crepidorhopalon affinis,11,6,AFRICA
Crepidorhopalon alatocalycinus,7,3,AFRICA
Crepidorhopalon latibracteatus,44,25,AFRICA
Ascolepis metallorum,26,11,AFRICA
Crepidorhopalon tenuis,46,20,AFRICA
Sopubia conferta,24,17,AFRICA
Sopubia mannii,29,20,AFRICA
Rhaptopetalum evrardii,6,4,AFRICA
Cyperus serpens,26,19,AFRICA
Cyperus rhynchosporoides,12,8,AFRICA
Solanum florulentum,21,16,AFRICA
Cyperus cristatus,34,27,AFRICA
Nemum equitans,4,3,
Cyperus melanacme,3,2,AFRICA
Cyperus diloloensis,4,2,
Scleria bequaertii,13,7,AFRICA
Commelina sylvatica,4,2,
Commelina membranacea,4,1,
Commelina giorgii,3,2,
Diaphananthe ugandensis,8,6,AFRICA
Cola gilletii,14,9,
Cola louisii,12,5,
Cola selengana,13,7,
Leptonychia bampsii,25,19,AFRICA
Scaphopetalum dewevrei,143,40,AFRICA
Grewia floribunda,NA,NA,NA
Eulophia orthoplectra,12,9,AFRICA
Eulophia sylviae,4,2,
Eulophia laurentii,15,8,
Eulophia eylesii,5,4,AFRICA
Polystachya stuhlmannii,2,2,AFRICA
Polystachya fallax,14,4,
Polystachya galeata,53,23,AFRICA
Pycnobotrya nitida,191,82,AFRICA
Grewia trinervia,72,18,AFRICA
Triumfetta cordifolia,163,103,AFRICA
Craterosiphon quarrei,13,6,AFRICA
Gnidia hockii,37,22,AFRICA
Gnidia kasaiensis,12,8,AFRICA
Peddiea rapaneoides,27,17,AFRICA
Stapfiella claoxyloides,27,10,AFRICA
Stapfiella ulugurica,14,6,
Streptopetalum wittei,21,13,AFRICA
Pilea bambuseti,80,28,AFRICA
Pilea johnstonii,31,19,AFRICA
Leiothylax quangensis,19,5,
Clerodendrum baumii,6,2,
Clerodendrum pynaertii,23,5,AFRICA
Blechnum tabulare,52,32,"SOUTH_AMERICA, AFRICA"
Urera thonneri,37,17,AFRICA
Holoptelea grandis,15,7,AFRICA
Dichostemma glaucescens,173,89,AFRICA
Monanthotaxis schweinfurthii,22,17,AFRICA
Monanthotaxis parvifolia,18,13,AFRICA
Monanthotaxis ferruginea,28,17,AFRICA
Indigofera podocarpa,15,13,AFRICA
Physalis angulata,412,316,"SOUTH_AMERICA, OCEANIA, NORTH_AMERICA"
Physalis pubescens,134,96,"OCEANIA, SOUTH_AMERICA, NORTH_AMERICA"
Solanum aculeastrum,110,74,"AFRICA, OCEANIA, SOUTH_AMERICA"
Solanum aethiopicum,225,101,"NORTH_AMERICA, SOUTH_AMERICA, AFRICA, EUROPE"
Urochloa oligotricha,21,17,"OCEANIA, AFRICA"
Urochloa panicoides,247,188,"OCEANIA, AFRICA"
Urochloa echinolaenoides,12,5,AFRICA
Strombosiopsis tetrandra,265,114,AFRICA
Strombosia grandifolia,10,4,AFRICA
Turraea vogelii,1,1,
Nesogordonia kabingaensis,79,45,AFRICA
Antidesma laciniatum,304,147,AFRICA
Oncinotis pontyi,103,41,AFRICA
Urochloa bovonei,30,20,AFRICA
Urochloa subulifolia,4,4,AFRICA
Urochloa jubata,160,102,AFRICA
Brachiaria dictyoneura,98,71,"OCEANIA, SOUTH_AMERICA, AFRICA"
Pasaccardoa procumbens,1,1,
Ozoroa robusta,8,6,AFRICA
Gladiolus tshombeanus,10,7,
Xyris gossweileri,5,4,AFRICA
Anisophyllea quangensis,16,10,AFRICA
Gladiolus ledoctei,11,5,AFRICA
Daniellia alsteeniana,4,3,AFRICA
Haumaniastrum semilignosum,3,2,
Mikaniopsis troupinii,2,2,
Justicia amanda,58,25,AFRICA
Bulbostylis fusiformis,3,1,AFRICA
Coelachne auquieri,1,1,
Aulacocalyx caudata,90,45,AFRICA
Ixora hippoperifera,64,31,AFRICA
Ixora inundata,20,8,AFRICA
Ixora nematopoda,17,11,AFRICA
Ixora synactica,3,2,AFRICA
Leptactina latifolia,13,8,AFRICA
Mitriostigma barteri,3,3,AFRICA
Aidia rhacodosepala,41,14,AFRICA
Mussaenda soyauxii,27,19,AFRICA
Oxyanthus montanus,1,1,AFRICA
Oxyanthus laxiflorus,81,38,AFRICA
Oxyanthus oliganthus,14,6,AFRICA
Pauridiantha canthiiflora,58,37,AFRICA
Pauridiantha divaricata,26,12,AFRICA
Pauridiantha multiflora,9,5,AFRICA
Pauridiantha talbotii,43,26,AFRICA
Pausinystalia brachythyrsum,2,1,AFRICA
Pausinystalia johimbe,4,2,
Pausinystalia talbotii,14,9,AFRICA
Pavetta mpomii,10,7,AFRICA
Pavetta baconiella,0,NA,NA
Pavetta brachycalyx,5,4,AFRICA
Pavetta camerounensis,58,34,AFRICA
Aulacocalyx mapiana,7,3,AFRICA
Pavetta gabonica,25,13,AFRICA
Pavetta gracilipes,14,7,AFRICA
Pavetta grossissima,3,2,AFRICA
Pavetta hispida,50,29,AFRICA
Aulacocalyx talbotii,21,13,AFRICA
Pavetta hookeriana,16,8,AFRICA
Pavetta kribiensis,7,5,AFRICA
Pavetta kupensis,1,1,AFRICA
Pavetta longibrachiata,9,6,AFRICA
Pavetta muiriana,3,2,AFRICA
Pavetta neurocarpa,14,7,AFRICA
Pavetta owariensis,64,32,AFRICA
Pavetta rigida,22,11,AFRICA
Pavetta rubentifolia,0,NA,NA
Pavetta staudtii,22,13,AFRICA
Pavetta tenuissima,1,1,AFRICA
Pavetta viridiloba,45,22,AFRICA
Pentas ledermannii,12,4,AFRICA
Belonophora ongensis,4,3,AFRICA
Petitiocodon parviflorum,15,9,AFRICA
Poecilocalyx schumannii,81,39,AFRICA
Pseudosabicea batesii,2,NA,NA
Pseudosabicea medusula,30,15,AFRICA
Psychotria alatipes,35,20,AFRICA
Psychotria bakossiensis,8,2,AFRICA
Psychotria bifaria,45,29,AFRICA
Belonophora talbotii,7,5,AFRICA
Psychotria bimbiensis,0,NA,NA
Belonophora wernhamii,20,11,AFRICA
Psychotria solfiana,45,29,AFRICA
Psychotria arnoldiana,26,13,AFRICA
Psychotria camptopus,14,11,AFRICA
Psychotria densinervia,40,20,AFRICA
Psychotria ebensis,57,35,AFRICA
Psychotria foliosa,35,17,AFRICA
Psychotria geophylax,12,6,AFRICA
Psychotria brevifissa,30,18,AFRICA
Psychotria globiceps,95,59,AFRICA
Psychotria humilis,12,10,AFRICA
Psychotria ingentifolia,22,11,AFRICA
Psychotria lanceifolia,33,11,AFRICA
Bertiera arctistipula,13,8,AFRICA
Psychotria potanthera,10,7,AFRICA
Psychotria letouzeyi,24,17,AFRICA
Psychotria microthyrsa,4,1,AFRICA
Psychotria podocarpa,6,6,AFRICA
Psychotria sycophylla,19,8,AFRICA
Psydrax bridsoniana,1,1,AFRICA
Psydrax dunlapii,17,5,AFRICA
Bertiera elabensis,5,4,AFRICA
Rothmannia ebamutensis,4,2,AFRICA
Rutidea glabra,28,18,AFRICA
Rytigynia membranacea,29,7,AFRICA
Sabicea capitellata,62,31,AFRICA
Sabicea gabonica,21,16,AFRICA
Sabicea rufa,20,10,AFRICA
Sabicea xanthotricha,5,4,AFRICA
Sericanthe jacfelicis,14,9,AFRICA
Sericanthe raynaliorum,2,1,AFRICA
Sherbournia ailarama,39,19,AFRICA
Sherbournia buccularia,22,11,AFRICA
Sherbournia hapalophylla,68,32,AFRICA
Sherbournia streptocaulon,36,11,AFRICA
Psychotria hypsophila,376,232,AFRICA
Spermacoce spermacocina,8,5,AFRICA
Stelechantha arcuata,3,2,AFRICA
Tarenna grandiflora,106,55,AFRICA
Temnopteryx sericea,54,32,AFRICA
Tricalysia achoundongiana,0,NA,NA
Tricalysia amplexicaulis,18,12,AFRICA
Tricalysia atherura,8,2,AFRICA
Tricalysia lasiodelphys,22,10,AFRICA
Tricalysia lejolyana,5,1,AFRICA
Tricalysia pangolina,16,11,AFRICA
Tricalysia pedunculosa,21,10,AFRICA
Tricalysia sylvae,30,13,AFRICA
Empogona talbotii,6,6,AFRICA
Tricalysia vadensis,11,5,AFRICA
Vangueriella chlorantha,103,43,AFRICA
Vangueriella laxiflora,37,9,AFRICA
Vangueriella zenkeri,5,2,AFRICA
Virectaria angustifolia,23,10,AFRICA
Coffea leonimontana,2,1,AFRICA
Argocoffeopsis spathulata,7,3,AFRICA
Bertiera lejolyana,13,6,AFRICA
Calycosiphonia pentamera,25,10,AFRICA
Chassalia bipindensis,31,15,AFRICA
Heinsia myrmoecia,30,12,AFRICA
Stelechantha makakana,7,6,AFRICA
Aidia rubens,52,27,AFRICA
Bertiera laxissima,42,14,AFRICA
Bertiera retrofracta,31,20,AFRICA
Chazaliella subsessilifolia,NA,NA,NA
Globulostylis rammelooana,1,1,AFRICA
Hekistocarpa minutiflora,38,26,AFRICA
Ixora aneimenodesma,38,18,AFRICA
Ixora bauchiensis,26,12,AFRICA
Ixora minutiflora,71,35,AFRICA
Leptactina mannii,204,102,AFRICA
Pauridiantha floribunda,57,31,AFRICA
Pavetta renidens,5,3,AFRICA
Pauridiantha schumannii,81,39,AFRICA
Stelechantha cauliflora,51,24,AFRICA
Empogona breteleri,26,10,AFRICA
Empogona concolor,10,6,AFRICA
Tricalysia fangana,9,5,AFRICA
Tricalysia obstetrix,11,7,AFRICA
Tricalysia soyauxii,14,7,AFRICA
Ixora foliosa,33,7,AFRICA
Aulacocalyx subulata,38,22,AFRICA
Ecpoma hiernianum,77,41,AFRICA
Pauridiantha siderophila,5,5,AFRICA
Pauridiantha le-testuana,22,12,AFRICA
Urophyllum micranthum,13,NA,NA
Pauridiantha microphylla,2,2,AFRICA
Pauridiantha pleiantha,8,3,AFRICA
Pauridiantha smetsiana,14,5,AFRICA
Tarenna baconioides,3,3,AFRICA
Tarenna eketensis,271,120,AFRICA
Tarenna jolinonii,32,21,AFRICA
Coffea montekupensis,13,2,AFRICA
Corynanthe mayumbensis,74,37,AFRICA
Cuviera pierrei,15,8,AFRICA
Globulostylis uncinula,19,12,AFRICA
Cuviera trilocularis,4,3,AFRICA
Pavetta hierniana,35,NA,NA
Bertiera rosseeliana,8,5,AFRICA
Aoranthe annulata,36,20,AFRICA
Chassalia zenkeri,93,31,AFRICA
Calochone acuminata,30,12,AFRICA
Chazaliella coffeosperma,74,38,AFRICA
Chazaliella insidens,21,14,AFRICA
Ecpoma apocynaceum,5,4,AFRICA
Pavetta stemonogyne,9,6,AFRICA
Coffea mapiana,5,3,AFRICA
Sherbournia kiliotricha,2,1,AFRICA
Sherbournia myosura,4,2,AFRICA
Anthospermum asperuloides,3,1,AFRICA
Bertiera heterophylla,6,5,AFRICA
Bertiera pedicellata,0,NA,NA
Bertiera sphaerica,17,12,AFRICA
Craterispermum aristatum,5,3,AFRICA
Craterispermum gabonicum,7,4,AFRICA
Craterispermum parvifolium,3,3,AFRICA
Craterispermum robbrechtianum,16,7,AFRICA
Cremaspora thomsonii,22,11,AFRICA
Cuviera le-testui,7,4,AFRICA
Cuviera longiflora,52,27,AFRICA
Cuviera physinodes,6,5,
Chassalia cupularis,3,2,AFRICA
Cuviera subuliflora,23,12,AFRICA
Chassalia laikomensis,13,8,AFRICA
Cuviera truncata,6,3,AFRICA
Ecpoma gigantostipulum,20,13,AFRICA
Euclinia squamifera,3,2,AFRICA
Chassalia pteropetala,24,15,AFRICA
Gaertnera spicata,7,1,AFRICA
Gaertnera trachystyla,74,33,AFRICA
Chassalia subspicata,18,11,AFRICA
Geophila lancistipula,46,32,AFRICA
Globulostylis cuvieroides,8,6,
Globulostylis leniochlamys,7,4,AFRICA
Globulostylis minor,21,11,AFRICA
Globulostylis robbrechtiana,2,1,AFRICA
Rothmannia mayumbensis,21,7,AFRICA
Rutidea ferruginea,9,5,AFRICA
Rutidea gabonensis,2,1,AFRICA
Rutidea gracilis,7,4,AFRICA
Sericanthe auriculata,18,11,AFRICA
Sericanthe gabonensis,11,3,AFRICA
Sericanthe petitii,10,6,AFRICA
Sericanthe rabia,5,3,AFRICA
Tarenna calliblepharis,7,5,AFRICA
Tarenna nitiduloides,0,NA,NA
Tarenna ogoouensis,2,1,AFRICA
Vangueriella olacifolia,14,8,AFRICA
Vangueriella rufa,5,3,AFRICA
Vangueriella soyauxii,16,11,AFRICA
Virectaria belingana,28,16,AFRICA
Virectaria salicoides,2,NA,NA
Aidia quintasii,0,NA,NA
Chazaliella obanensis,6,4,AFRICA
Chazaliella obovoidea,195,60,AFRICA
Chazaliella longistylis,17,10,AFRICA
Chazaliella cameroonensis,NA,NA,NA
Chazaliella viridicalyx,19,12,AFRICA
Coffea bakossii,0,NA,NA
Coffea fotsoana,0,NA,NA
Argocoffeopsis pulchella,0,NA,NA
Aulacocalyx camerooniana,0,NA,NA
Coffea nkolbissonii,4,1,AFRICA
Craterispermum ledermannii,78,33,AFRICA
Cremaspora triflora,710,281,"AFRICA, SOUTH_AMERICA"
Globulostylis dewildeana,0,NA,NA
Globulostylis talbotii,22,8,AFRICA
Gaertnera bieleri,81,36,AFRICA
Hymenocoleus glaber,12,6,AFRICA
Hymenocoleus globulifer,41,30,AFRICA
Hymenocoleus nervopilosus,35,25,AFRICA
Hymenodictyon biafranum,56,31,AFRICA
Ixora batesii,2,1,AFRICA
Ixora delicatula,1,1,AFRICA
Ixora euosmia,28,6,AFRICA
Cissus planchoniana,67,43,AFRICA
Aframomum sericeum,22,5,AFRICA
Campylospermum plicatum,42,22,AFRICA
Bertiera loraria,54,32,AFRICA
Cissus barteri,45,32,AFRICA
Leptaulus congolanus,124,52,AFRICA
